CODESC,TIPOESC,NOMESC,DRE,DIRETORIA,SUBPREF,CEU,ENDERECO,NUMERO,BAIRRO,CEP,TEL1,TEL2,FAX,SITUACAO,CDIST,DISTRITO,SETOR,CODSEE,CODINEP,EH,NOME_ANT,T2D3D,DTURNOS,LATITUDE,LONGITUDE,REDE,DATABASE,TOTCLA,TOTALU
400208,CEI DIRET,PARQUE SANTA MADALENA,SM,SAO MATEUS,SAPOPEMBA,,AVENIDA DOUTOR PAULO COLOMBO P DE QUEIROZ,340,PARQUE SANTA MADALENA,03982130,27032478,27021856,,Ativa,76,SAPOPEMBA,7607,0239549,35239549,161080184000000,,2D,INTEGR,-23611562,-46509786,DIR,31/10/2016,10,126
400222,CEI DIRET,"ROBERTO GOMES PEDROSA, VER.",SM,SAO MATEUS,SAPOPEMBA,,RUA BORGES DE MEDEIROS,79,VILA FÁTIMA,03920010,27033737,,,Ativa,76,SAPOPEMBA,7601,0239574,35239574,161080187000000,VILA LUSO BRASILEIRA,2D,INTEGR,-23596286,-46518629,DIR,31/10/2016,8,110
400234,CEI DIRET,TEOTONIO VILELA,SM,SAO MATEUS,SAPOPEMBA,,AVENIDA ARQUITETO VILA NOVA ARTIGAS,780,JARDIM SAPOPEMBA,03928240,27040777,,,Ativa,76,SAPOPEMBA,7603,0239525,35239525,161080193000000,JARDIM SAPOPEMBA - TEOTONIO VILELA,2D,INTEGR,-23607912,-46500987,DIR,31/10/2016,11,145
400063,CEI DIRET,JARDIM ADUTORA,SM,SAO MATEUS,SAPOPEMBA,,RUA ANTONIO VILARES,187,JARDIM ADUTORA,03978230,20159518,20190422,,Ativa,76,SAPOPEMBA,7606,0239501,35239501,161080176000000,,2D,INTEGR,-23615160,-46498597,DIR,31/10/2016,9,104
400014,CEI DIRET,ASSMA CURIATI,SM,SAO MATEUS,SAPOPEMBA,,RUA FRANCISCO MATIAS,105,JARDIM SAPOPEMBA,03975050,29194950,29622919,,Ativa,76,SAPOPEMBA,7604,0239586,35239586,161080170000000,SAPOPEMBA,2D,INTEGR,-23610470,-46487557,DIR,31/10/2016,11,139
400024,CEI DIRET,CELIA PERES SUNHIGA,SM,SAO MATEUS,SAPOPEMBA,,RUA DAVID DE MELO LOPES,159,VILA CARDOSO FRANCO,03978070,27046825,21438011,,Ativa,76,SAPOPEMBA,7606,0239550,35239550,161080173000000,VILA RENATO,2D,INTEGR,-23619212,-46504714,DIR,31/10/2016,12,137
400006,CEI DIRET,ANITA GARIBALDI,SM,SAO MATEUS,SAPOPEMBA,,RUA CARLO CLAUSETTI,177,CONJUNTO HABITACIONAL TEOTONIO VILELA,03928220,27046957,27040535,,Ativa,76,SAPOPEMBA,7603,0239513,35239513,161080165000000,,2D,INTEGR,-23605192,-46501236,DIR,31/10/2016,11,144
400464,CEI INDIR,CANTINHO FELIZ,IP,IPIRANGA,VILA MARIANA,,RUA MAURO,361,SAÚDE,04055041,55896900,,,Ativa,77,SAUDE,7701,0807709,35807709,,,2D,INTEGR,-23620066,-46641593,CON,31/10/2016,9,114
500825,MOVA,CASA DA SOLIDARIEDADE UNID I VM,IP,IPIRANGA,VILA MARIANA,,AVENIDA SENADOR CASIMIRO DA ROCHA,60,MIRANDÓPOLIS,04047000,55818727,55831361,,Ativa,77,SAUDE,7701,,,,UNIAO DE NUC DE HELIOPOLIS E S JOAO CLIMACO U,2D,N,-23604351,-46637322,CON,31/10/2016,1,21
501519,MOVA,UNAS-UNIAO NUCLEOS ASS MORADORES HELIOPOLIS E SAO J CLIMACO,IP,IPIRANGA,VILA MARIANA,,RUA ISAÍAS SALOMÃO,100,SAÚDE,04055050,32054975,,,Ativa,77,SAUDE,7701,,,,CETEAC CENTRO DE ESTUDOS E TRABALHOS EM EDUC,2D,T,-23617706,-46640126,CON,31/10/2016,1,28
095311,EMEF,JEAN MERMOZ,IP,IPIRANGA,VILA MARIANA,,RUA CORREIA DE LEMOS,30,CHACARA INGLESA,04140000,22759920,,22754274,Ativa,77,SAUDE,7703,0054773,35054773,161068166000000,"CHACARA INGLESA,ESCOLAS REUNIDAS DA",2D,MTNG,-23608198,-46636751,DIR,31/10/2016,16,467
092436,EMEI,"PAULO ALVES, TTE.",IP,IPIRANGA,VILA MARIANA,,RUA JOSÉ DE CAMARGO,259,VILA MARIANA,04139010,22759575,,55941177,Ativa,77,SAUDE,7703,0052371,35052371,161068165000000,CHACARA INGLESA - PI 54,2D,MTG,-23605832,-46633613,DIR,31/10/2016,9,247
306946,CR.P.CONV,ABRACAR,IP,IPIRANGA,VILA MARIANA,,RUA MAJOR FREIRE,274,VILA MONTE ALEGRE,04304110,55945839,,,Ativa,77,SAUDE,7703,0391612,35391612,,,2D,INTEGR,-23627491,-46637855,CON,31/10/2016,10,113
306461,CR.P.CONV,SAO JUDAS TADEU,IP,IPIRANGA,VILA MARIANA,,RUA MAURO,226,SAÚDE,04055040,55849256,,,Ativa,77,SAUDE,7701,0180816,35180816,,SAO JUDAS TADEU CRECHE,2D,INTEGR,-23617415,-46640724,CON,31/10/2016,8,101
306451,CR.P.CONV,CENT RECUP EDUC NUTRICIONAL I - CREN,IP,IPIRANGA,VILA MARIANA,,RUA DAS AZALEAS,244,MIRANDOPOLIS,04049010,32182410,,,Ativa,77,SAUDE,7701,0180841,35180841,,,2D,INTEGR,-23607590,-46639715,CON,31/10/2016,7,63
306452,CR.P.CONV,ADELIA CURI,IP,IPIRANGA,VILA MARIANA,,RUA JOAQUIM DE ALMEIDA,411,MIRANDOPOLIS,04050011,55851261,,55851261,Ativa,77,SAUDE,7701,0180828,35180828,,,2D,INTEGR,-23606106,-46646861,CON,31/10/2016,9,98
306511,CR.P.CONV,SANTO ANTONIO,IP,IPIRANGA,VILA MARIANA,,RUA FIACAO DA SAUDE,425,VILA DA SAUDE,04144020,55940662,,,Ativa,77,SAUDE,7703,0807345,35807345,,,2D,INTEGR,-23618905,-46637562,CON,31/10/2016,12,115
306574,CR.P.CONV,BARONESA DE LIMEIRA,IP,IPIRANGA,VILA MARIANA,,ALAMEDA DOS GUAIOS,842,PLANALTO PAULISTA,04070000,22753068,,,Ativa,77,SAUDE,7702,0113529,35113529,,,2D,INTEGR,-23629194,-46649956,CON,31/10/2016,39,674
307834,CR.P.CONV,ESPACO DA CRIANCA IV,IP,IPIRANGA,VILA MARIANA,,RUA APOTRIBU,178,PARQUE IMPERIAL,04302000,25770416,,,Ativa,77,SAUDE,7703,0477515,35477515,,ESPACO DA CRIANCA I,2D,INTEGR,-23620783,-46638011,CON,31/10/2016,14,160
306419,CR.P.CONV,ESPACO DA CRIANCA EMILIE DE VILLENEUVE,IP,IPIRANGA,SE,,RUA SILVEIRA MARTINS,179,SÉ,01019000,31054619,,,Ativa,78,SE,7801,0180245,35180245,,PADRE PEPPINO E TIA RENILDA,2D,INTEGR,-23552143,-46629467,CON,31/10/2016,7,70
306729,CR.P.CONV,QUINTAL DA CRIANCA,IP,IPIRANGA,SE,,RUA GLICERIO,221,SE,01514000,32091062,,,Ativa,78,SE,7801,0290373,35290373,,,2D,INTEGR,-23554245,-46628091,CON,31/10/2016,4,115
094625,EMEF,"CAXIAS, DUQUE DE",IP,IPIRANGA,SE,,PRACA DOUTOR MÁRIO MARGARIDO,35,LIBERDADE,01514020,32098283,,,Ativa,78,SE,7801,0053545,35053545,161068159000000,1 E 2 ESCOLAS MISTAS DA LIBERDADE,2D,MTN,-23554854,-46628781,DIR,31/10/2016,37,1033
400439,CEI INDIR,MANOEL BISPO DOS SANTOS,CS,CAPELA DO SOCORRO,CAPELA DO SOCORRO,,RUA PROFESSOR OSWALDO QUIRINO SIMOES,140,VILA CALIFORNIA,04775010,55232406,,,Ativa,79,SOCORRO,7903,0184299,35184299,,,2D,INTEGR,-23682680,-46701264,CON,31/10/2016,11,128
400015,CEI DIRET,AYRTON SENNA DA SILVA,CS,CAPELA DO SOCORRO,CAPELA DO SOCORRO,,AVENIDA INÁCIO CUNHA LEME,205,JARDIM IPANEMA (ZONA SUL),04784145,56606763,,,Ativa,79,SOCORRO,7902,0239215,35239215,161075156000000,JARDIM SUZANA,2D,INTEGR,-23690139,-46711581,DIR,31/10/2016,12,136
400235,CEI DIRET,VELEIROS,CS,CAPELA DO SOCORRO,CAPELA DO SOCORRO,,AVENIDA IPANEMA,834,VELEIROS,04773010,55231366,,,Ativa,79,SOCORRO,7902,0239203,35239203,161075159000000,,2D,INTEGR,-23685094,-46711829,DIR,31/10/2016,11,129
501098,MOVA,CENTRO COMUN JD AUTODROMO UNID VI CS,CS,CAPELA DO SOCORRO,CAPELA DO SOCORRO,,RUA RIO MADEIRA,165,VILA DA PAZ,04777042,,,,Ativa,79,SOCORRO,7901,,,,,2D,N,-23692339,-46697379,CON,31/10/2016,1,20
501516,MOVA,"ASS CRIANCAS, ADOLESCENTES E JOVENS DO ICARAI - ACAJI",CS,CAPELA DO SOCORRO,CAPELA DO SOCORRO,,AVENIDA BERNA,192,VELEIROS,04774020,,,,Ativa,79,SOCORRO,7902,,,,"ASS CRIANCAS, ADOLESCENTES E JOVENS DO ICARAI",2D,V,-23684052,-46705094,CON,31/10/2016,1,25
093297,EMEF,PLACIDO DE CASTRO,CS,CAPELA DO SOCORRO,CAPELA DO SOCORRO,,RUA ANTÔNIO MESQUITA PEREIRA,78,CAPELA DO SOCORRO,04782080,56675628,,,Ativa,79,SOCORRO,7904,0054297,35054297,161075161000000,"1,2 ESCOLAS MISTAS DE VILA FRIBURGO",2D,MTN,-23692241,-46703197,DIR,31/10/2016,29,795
093301,EMEF,HEITOR DE ANDRADE,CS,CAPELA DO SOCORRO,CAPELA DO SOCORRO,,RUA DEPUTADO ADIB CHAMMAS,140,VELEIROS,04773170,56876384,55213228,56876384,Ativa,79,SOCORRO,7902,0053910,35053910,161075158000000,"CAPELA DO SOCORRO , ESCOLA MASCULINA DA",2D,MTG,-23683659,-46710722,DIR,31/10/2016,25,629
093319,EMEF,"ALMEIDA JUNIOR, PROF.",CS,CAPELA DO SOCORRO,CAPELA DO SOCORRO,,RUA FRANCISCO MENDES,238,SOCORRO,04766050,55481138,55224479,,Ativa,79,SOCORRO,7901,0054306,35054306,161075155000000,"1,2,3,ESCOLAS MISTAS DA CAPELA DO SOCORRO",2D,MT,-23668028,-46710886,DIR,31/10/2016,18,402
090549,EMEI,VIRIATO CORREIA,CS,CAPELA DO SOCORRO,CAPELA DO SOCORRO,,RUA BENTO RODRIGUES BASTOS,25,VILA FRIBURGO,04782040,56672549,,56690551,Ativa,79,SOCORRO,7904,0052358,35052358,161075160000000,,2D,MT,-23691392,-46703569,DIR,31/10/2016,10,258
090557,EMEI,CARLOS DRUMMOND DE ANDRADE,CS,CAPELA DO SOCORRO,CAPELA DO SOCORRO,,RUA JAIME SCHUNK BRANCO,89,VILA SOCORRO,04760010,55218789,55230444,,Ativa,79,SOCORRO,7901,0087671,35087671,161075154000000,CAPELA DO SOCORRO,2D,MT,-23667348,-46711225,DIR,31/10/2016,10,258
090646,EMEI,CLARA NUNES,CS,CAPELA DO SOCORRO,CAPELA DO SOCORRO,,RUA DEPUTADO ADIB CHAMMAS,104,VELEIROS,04773170,55224183,55212047,,Ativa,79,SOCORRO,7902,0092848,35092848,161075157000000,VELEIROS,2D,MT,-23683211,-46711102,DIR,31/10/2016,8,245
306269,CR.P.CONV,NOSSA SENHORA DE FATIMA,CS,CAPELA DO SOCORRO,CAPELA DO SOCORRO,,RUA CANES,90,VELEIROS,04773040,26140657,,,Ativa,79,SOCORRO,7902,0184287,35184287,,NOSSA SENHORA DE FATIMA CENTRO INFANTIL CRECH,2D,INTEGR,-23680262,-46707357,CON,31/10/2016,12,140
307535,CR.P.CONV,MEU LARZINHO,PE,PENHA,MOOCA,,RUA ALMIRANTE CALHEIROS,90,TATUAPÉ,03066070,23061418,,,Ativa,80,TATUAPE,8001,0323135,35323135,,CRESCER,2D,INTEGR,-23535901,-46577008,CON,31/10/2016,8,68
091260,EMEI,"IRENE FAVRET LOPES, PROFA.",PE,PENHA,MOOCA,,RUA JARINU,640,CIDADE MAE DO CEU,03306000,22960970,22963706,22960970,Ativa,80,TATUAPE,8002,0052401,35052401,161074177000000,CIDADE MAE DO CEU - PI 88,2D,MT,-23546289,-46575528,DIR,31/10/2016,6,168
091278,EMEI,"GOMES CARDIM, INTENDENTE",PE,PENHA,MOOCA,,LARGO NOSSA SENHORA DO BOM PARTO,S/N,VILA GOMES CARDIM,03322080,22957940,,20913194,Ativa,80,TATUAPE,8002,0052450,35052450,161074175000000,VILA GOMES CARDIM - PI 93,2D,INTEGR,-23548994,-46568649,DIR,31/10/2016,3,105
091294,EMEI,QUINTINO BOCAIUVA,PE,PENHA,MOOCA,,RUA MONTE SERRAT,468,TATUAPÉ,03312000,22953555,,20972788,Ativa,80,TATUAPE,8002,0052395,35052395,161074182000000,CHACARA CALIFORNIA - EMEI 90,2D,MT,-23540766,-46562476,DIR,31/10/2016,8,245
091375,EMEI,SILVIO ROMERO,PE,PENHA,MOOCA,,LARGO SÃO JOSÉ DO MARANHÃO,S/N,MARANHÃO,03089010,20928344,22952470,22952470,Ativa,80,TATUAPE,8001,0052437,35052437,161074183000000,,2D,INTEGR,-23529485,-46559839,DIR,31/10/2016,2,65
091383,EMEI,"DUTRA, PRES.",PE,PENHA,MOOCA,,RUA SANTO ELIAS,146,PARQUE SAO JORGE,03086050,22964799,22953726,,Ativa,80,TATUAPE,8001,0052425,35052425,161074172000000,"DUTRA, PRESIDENTE - PI 8",2D,INTEGR,-23532324,-46566909,DIR,31/10/2016,5,148
091391,EMEI,MARY BUARQUE,PE,PENHA,MOOCA,,RUA RESTINGA,150,CHACARA TATUAPE,03065020,22952298,22965396,,Ativa,80,TATUAPE,8001,0052413,35052413,161074181000000,,2D,INTEGR,-23539863,-46580777,DIR,31/10/2016,5,160
094153,EMEF,ARTHUR AZEVEDO,PE,PENHA,MOOCA,,PARQUE BUTUÍ,S/N,TATUAPÉ,03065025,22954096,29419022,29419022,Ativa,80,TATUAPE,8001,0054355,35054355,161074173000000,ESCOLA MISTA DO BELEM,2D,MTN,-23539276,-46580814,DIR,31/10/2016,24,651
093947,EMEF,"OTHELO FRANCO, GEN.",PE,PENHA,MOOCA,,RUA JARINU,730,CIDADE MÃE DO CÉU,03306000,22954128,,22954128,Ativa,80,TATUAPE,8002,0054392,35054392,161074180000000,ESCOLAS REUNIDAS DA CIDADE MAE DO CEU,2D,MTN,-23546951,-46575472,DIR,31/10/2016,24,554
093955,EMEF,JACKSON DE FIGUEIREDO,PE,PENHA,MOOCA,,RUA ITAPURA,210,VILA GOMES CARDIM,03310000,22954085,22965234,,Ativa,80,TATUAPE,8002,0054380,35054380,161074178000000,"TATUAPE, 1.E 2.ESCOLA MISTA DO",2D,MTN,-23540399,-46567759,DIR,31/10/2016,24,665
017337,EMEI,DO LAR SIRIO,PE,PENHA,MOOCA,,RUA SERRA DE BRAGANÇA,990,VILA GOMES CARDIM,03318000,20973651,22964326,,Ativa,80,TATUAPE,8002,0207731,35207731,161074179000000,,2D,INTEGR,-23544559,-46565691,DIR,31/10/2016,3,99
400225,CEI DIRET,SAMIR RACHID SALIBA,PE,PENHA,MOOCA,,RUA SERRA DE BRAGANCA,990,VILA GOMES CARDIM,03318000,22939828,,,Ativa,80,TATUAPE,8002,0237942,35237942,161074174000000,,2D,INTEGR,-23544693,-46565923,DIR,31/10/2016,7,80
400617,CEI INDIR,TATUAPE,PE,PENHA,MOOCA,,RUA CRISTAIS,160,TATUAPÉ,03065040,29428796,,,Ativa,80,TATUAPE,8001,0312423,35312423,,,2D,INTEGR,-23539717,-46577830,CON,31/10/2016,32,361
400614,CEI INDIR,CARRAO I,PE,PENHA,MOOCA,,RUA SALVADOR DE LIMA,2,TATUAPÉ,03070020,29414150,,,Ativa,80,TATUAPE,8001,0307932,35307932,,,2D,INTEGR,-23536289,-46563046,CON,31/10/2016,16,173
400751,CEI INDIR,JARDIM FONTALIS I,JT,JACANA/TREMEMBE,JACANA/TREMEMBE,,ALAMEDA DOS CARDEAIS,18,JARDIM ESTRELA DALVA,02364750,22673778,,,Ativa,81,TREMEMBE,8104,0481804,35481804,,,2D,INTEGR,-23433289,-46578890,CON,31/10/2016,22,264
400440,CEI INDIR,JARDIM TREMEMBE,JT,JACANA/TREMEMBE,JACANA/TREMEMBE,,RUA GENERAL TAVARES DA SILVA,10,PARQUE CASA DE PEDRA,02351100,29532707,,,Ativa,81,TREMEMBE,8105,0183271,35183271,,,2D,INTEGR,-23454914,-46599285,CON,31/10/2016,16,176
308559,CR.P.CONV,LAR DOS ANJOS,JT,JACANA/TREMEMBE,JACANA/TREMEMBE,,RUA DAS IMBIRAS,777,VILA NOVA MAZZEI,02316000,27764666,,,Ativa,81,TREMEMBE,8105,0582232,35582232,,,2D,INTEGR,-23459740,-46593709,CON,31/10/2016,19,145
308501,CR.P.CONV,BIANCA BABY,JT,JACANA/TREMEMBE,JACANA/TREMEMBE,,RUA MAESTRO LAURO PINTO RIBEIRO,234,JARDIM RECANTO VERDE,02364010,29956736,,,Ativa,81,TREMEMBE,8104,0580715,35580715,,,2D,INTEGR,-23433963,-46581728,CON,31/10/2016,6,70
400265,CEI DIRET,"CELIA REGINA KUHL, PROFA",JT,JACANA/TREMEMBE,JACANA/TREMEMBE,,RUA CAETANO TEIXEIRA,291,JARDIM VIRGINIA BIANCA,02355270,22670866,29526558,,Ativa,81,TREMEMBE,8106,0238259,35238259,161069128000000,VIRGINIA BIANCA,2D,MTG,-23453157,-46610060,DIR,31/10/2016,17,260
400195,CEI DIRET,PARQUE CASA DE PEDRA,JT,JACANA/TREMEMBE,JACANA/TREMEMBE,,RUA CANTO DO ENGENHO,288,PARQUE CASA DE PEDRA,02322210,29533650,,22041092,Ativa,81,TREMEMBE,8105,0238284,35238284,161069125000000,,2D,MTG,-23448695,-46596295,DIR,31/10/2016,13,181
400021,CEI DIRET,"CANTIDIO NOGUEIRA SAMPAIO, VER.",JT,JACANA/TREMEMBE,JACANA/TREMEMBE,,RUA VICENTE QUEROL,150,JARDIM SÃO JOÃO (ZONA NORTE),02365008,29957667,29953485,,Ativa,81,TREMEMBE,8104,0238260,35238260,161069116000000,JARDIM MARTINS SILVA,2D,MTG,-23437227,-46584652,DIR,31/10/2016,12,245
400046,CEI DIRET,"ERMANO MARCHETTI, VER.",JT,JACANA/TREMEMBE,JACANA/TREMEMBE,,RUA NOVA LONDRINA,151,VILA PAULISTANA,02318230,29537401,22049463,22049463,Ativa,81,TREMEMBE,8105,0238296,35238296,161069119000000,VILA PAULISTANA,2D,INTEGR,-23453022,-46592444,DIR,31/10/2016,13,159
400077,CEI DIRET,JARDIM DAS PEDRAS,JT,JACANA/TREMEMBE,JACANA/TREMEMBE,,RUA ENGENHEIRO ANTÔNIO DE TOLEDO,338,JARDIM DAS PEDRAS,02367010,29925776,29952865,,Ativa,81,TREMEMBE,8102,0238272,35238272,161069122000000,,2D,MTG,-23419435,-46590824,DIR,31/10/2016,16,262
600026,ESP CONV,ASS FILHAS DE SANTA MARIA DA PROVIDENCIA - AFISMAP,JT,JACANA/TREMEMBE,JACANA/TREMEMBE,,AVENIDA CORONEL SEZEFREDO FAGUNDES,5550,TUCURUVI,02306005,,,,Ativa,81,TREMEMBE,8102,,,,ASS FILHAS DE SANTA MARIA DA PROVIDENCIA - AF,2D,MT,-23438204,-46592641,CON,31/10/2016,6,32
501476,MOVA,ASS MORADORES ZONA NORTE - NUCLEO JD SAO JOAO,JT,JACANA/TREMEMBE,JACANA/TREMEMBE,,RUA NOVA,22,JARDIM SÃO JOÃO,02365054,,,,Ativa,81,TREMEMBE,8103,,,,,2D,N,-23434685,-46586960,CON,31/10/2016,1,25
501002,MOVA,ASSOC COMUN RAIO DE CRISTAL UNID II JT,JT,JACANA/TREMEMBE,JACANA/TREMEMBE,,TRAVESSA IGARAPE PROGRESSO,12,JARDIM JOAMAR,02325070,,,,Ativa,81,TREMEMBE,8102,,,,,2D,N,-23456218,-46584846,CON,31/10/2016,1,19
501003,MOVA,ASSOC COMUN RAIO DE CRISTAL UNID III JT,JT,JACANA/TREMEMBE,JACANA/TREMEMBE,,RUA PROFESSORA MARIA HOSNI CURY,107,PARQUE CASA DE PEDRA,02320190,62449243,,,Ativa,81,TREMEMBE,8105,,,,,2D,M,-23454307,-46601340,CON,31/10/2016,1,24
500577,MOVA,ASS MORADORES ZONA NORTE UNID IV JT,JT,JACANA/TREMEMBE,JACANA/TREMEMBE,,TRAVESSA DA FELICIDADE,1,JARDIM PORTAL I E II,02327070,,,,Ativa,81,TREMEMBE,8104,,,,,2D,N,-23442906,-46576318,CON,31/10/2016,1,21
500578,MOVA,ASS MORADORES ZONA NORTE UNID V JT,JT,JACANA/TREMEMBE,JACANA/TREMEMBE,,RUA CLÓVIS SALGADO,190,JARDIM DAS PEDRAS,02367000,69952611,,,Ativa,81,TREMEMBE,8103,,,,,2D,N,-23419801,-46589408,CON,31/10/2016,1,21
500574,MOVA,ASS MORADORES ZONA NORTE UNID II JT,JT,JACANA/TREMEMBE,JACANA/TREMEMBE,,RUA TERESA CARRERO,563,JARDIM JAÇANÃ,02328000,62417833,,,Ativa,81,TREMEMBE,8105,,,,,2D,N,-23450693,-46586262,CON,31/10/2016,1,19
013358,EMEI,"JANIO QUADROS, PRES.",JT,JACANA/TREMEMBE,JACANA/TREMEMBE,,RUA CANTO DO ENGENHO,240,PARQUE CASA DE PEDRA,02322210,22035677,,,Ativa,81,TREMEMBE,8105,0074688,35074688,161069120000000,JARDIM JOAMAR,2D,MT,-23448208,-46596686,DIR,31/10/2016,18,601
009270,EMEI,DINA KUTNER DE SOUZA - DINA SFAT,JT,JACANA/TREMEMBE,JACANA/TREMEMBE,,RUA MANUEL ARAUJO ARAGAO,317,JARDIM SANTO ALBERTO,02356170,22035927,,22044883,Ativa,81,TREMEMBE,8106,0068652,35068652,161069114000000,VILA ALBERTINA,2D,MT,-23449273,-46609579,DIR,31/10/2016,10,286
000248,EMEI,"WALFRIDO DE CARVALHO, CEL.",JT,JACANA/TREMEMBE,JACANA/TREMEMBE,,RUA VICENTE QUEROL,200,JARDIM SÃO JOÃO (ZONA NORTE),02365008,29956872,,,Ativa,81,TREMEMBE,8104,0098383,35098383,161069129000000,JARDIM MARTINS SILVA,2D,MT,-23437360,-46585072,DIR,31/10/2016,18,539
000302,EMEF,"HELIO FRANCO CHAVES, CEL.",JT,JACANA/TREMEMBE,JACANA/TREMEMBE,,RUA KOTINDA,1343,JARDIM CORISCO,02365010,29952513,29927707,,Ativa,81,TREMEMBE,8103,0098371,35098371,161069118000000,,2D,MTNG,-23428244,-46582907,DIR,31/10/2016,29,903
019178,EMEI,MARGARETH DE FATIMA MARQUES DE AZEVEDO,JT,JACANA/TREMEMBE,JACANA/TREMEMBE,,RUA AUGUSTO RODRIGUES,262,JARDIM FONTALIS,02360010,29954370,29928012,,Ativa,81,TREMEMBE,8104,0223177,35223177,161069123000000,JARDIM FONTALIS,2D,MT,-23438279,-46577190,DIR,31/10/2016,18,616
019401,EMEF,JARDIM FONTALIS,JT,JACANA/TREMEMBE,JACANA/TREMEMBE,,RUA CRISÂNTEMO,100,JARDIM FLOR DE MAIO,02363155,22068938,22673052,,Ativa,81,TREMEMBE,8104,0400087,35400087,161069205000000,,2D,MT,-23431835,-46574576,DIR,31/10/2016,37,1213
099091,EMEF,HIPOLITO JOSE DA COSTA,JT,JACANA/TREMEMBE,JACANA/TREMEMBE,,RUA AUGUSTO RODRIGUES,272,JARDIM FONTALIS,02360010,29928011,29956693,,Ativa,81,TREMEMBE,8104,0095606,35095606,161069121000000,,2D,MTN,-23438007,-46577320,DIR,31/10/2016,53,1670
094757,EMEF,"RONDON, MAL.",JT,JACANA/TREMEMBE,JACANA/TREMEMBE,,RUA DO BURUÍ,120,PARQUE CASA DE PEDRA,02320170,29522679,,29963009,Ativa,81,TREMEMBE,8105,0054483,35054483,161069130000000,"JARDIM JOAMAR, ESCOLAS AGRUPADAS",2D,MTN,-23447844,-46595121,DIR,31/10/2016,31,1008
094714,EMEF,"NOE AZEVEDO, PROF",JT,JACANA/TREMEMBE,JACANA/TREMEMBE,,RUA SAO CLETO,165,JARDIM DENISE,02375000,29915068,22039875,22039875,Ativa,81,TREMEMBE,8107,0054549,35054549,161069127000000,ESCOLA MISTA DO TREMEMBE,2D,MT,-23457964,-46624930,DIR,31/10/2016,24,707
094722,EMEF,JOAO RAMOS - PERNAMBUCO - ABOLICIONISTA,JT,JACANA/TREMEMBE,JACANA/TREMEMBE,,RUA JOAO NICOLAU CHAMMA,253,JARDIM VIRGINIA BIANCA,02355060,29534414,22038575,29534414,Ativa,81,TREMEMBE,8106,0054461,35054461,161069124000000,ESCOLAS MISTAS DE VILA ALBERTINA,2D,MT,-23454721,-46610927,DIR,31/10/2016,22,523
094731,EMEF,"ESMERALDA SALLES PEREIRA RAMOS, PROFA.",JT,JACANA/TREMEMBE,JACANA/TREMEMBE,,RUA MARIA AMALIA LOPES AZEVEDO,2167,JARDIM YARA,02350002,29940997,22046339,2994-0997,Ativa,81,TREMEMBE,8106,0054501,35054501,161069115000000,E.M. DO JARDIM TREMEMBE,2D,MTN,-23457649,-46604469,DIR,31/10/2016,27,805
091782,EMEI,"EUDOXIA DE BARROS, PROFA.",JT,JACANA/TREMEMBE,JACANA/TREMEMBE,,RUA SONIA MARGY,246,PARQUE CASA DE PEDRA,02351000,29962944,22033481,,Ativa,81,TREMEMBE,8105,0084232,35084232,161069117000000,CASA DA PEDRA,2D,MT,-23454972,-46599221,DIR,31/10/2016,12,344
092266,EMEI,TAUFIK DAUD KURBAN,JT,JACANA/TREMEMBE,JACANA/TREMEMBE,,RUA MANUEL GAYA,500,VILA MAZZEI,02313001,22037669,22045049,22037669,Ativa,81,TREMEMBE,8105,0052536,35052536,161069126000000,VILA MAZZEI - PI 67,2D,MT,-23465449,-46597537,DIR,31/10/2016,10,317
306449,CR.P.CONV,RAIO DE SOL - AMELIA DINIZ ANTAS,JT,JACANA/TREMEMBE,JACANA/TREMEMBE,,RUA MATIAS GUIMARÃES,40,JARDIM JAÇANÃ,02318080,22621026,,,Ativa,81,TREMEMBE,8105,0183261,35183261,,RAIO DE SOL,2D,INTEGR,-23450717,-46589049,CON,31/10/2016,4,70
306438,CR.P.CONV,AMAS TUCURUVI,JT,JACANA/TREMEMBE,JACANA/TREMEMBE,,RUA CARDEAL ENRICO DANTE,104,VILA NOVA MAZZEI,02317120,22418810,,,Ativa,81,TREMEMBE,8105,0183258,35183258,,,2D,INTEGR,-23457289,-46590896,CON,31/10/2016,4,70
306445,CR.P.CONV,LAR BIBI MONTEIRO,JT,JACANA/TREMEMBE,JACANA/TREMEMBE,,AVENIDA NOVA CANTAREIRA,5582,TUCURUVI,02340002,22031992,,22031992,Ativa,81,TREMEMBE,8106,0183246,35183246,,,2D,INTEGR,-23453221,-46615065,CON,31/10/2016,40,414
306446,CR.P.CONV,LAR PARAISO DAS CRIANCAS,JT,JACANA/TREMEMBE,JACANA/TREMEMBE,,RUA DOS FILHOS DA TERRA,944,JARDIM FILHOS DA TERRA,02325001,22436998,,,Ativa,81,TREMEMBE,8105,0183283,35183283,,,2D,INTEGR,-23449896,-46583364,CON,31/10/2016,4,62
308319,CR.P.CONV,AIDA CONCEICAO PITTOL DA SILVA,JT,JACANA/TREMEMBE,JACANA/TREMEMBE,,RUA VISCONDE DE ANTUNES BRAGA,100,VILA DORNA,02322030,,,,Ativa,81,TREMEMBE,8105,0577534,35577534,,,2D,INTEGR,-23446091,-46594107,CON,31/10/2016,31,467
